1,0.00124533,0.0448319,0.748443,0.0342466,0.233499,0.603363,0.112702,0.300125,0.985679,0.00124533,0.0292653,0.753425,0.0143213,0.256538,0.793898,0.0373599,0.163761,0.834371,0.0448319,0.115816,0.629514,0.0479452,0.317559,0.775218,0.0261519,0.244707,0.880448,0.0161893,0.119552,0.909091,0.0354919,0.0716065,0.644458,0.0722291,0.299502,0.902864,0.0298879,0.696139,0.790162,0.0772104,0.127646,0.782067,0.0442092,0.168742,0.760897,0.0666251,0.167497,
0.98025,0.00197498,0.0605662,0.655036,0.0572745,0.298881,0.689928,0.0895326,0.263331,1,0.000658328,0.0105332,0.711652,0.0283081,0.281106,0.753127,0.0454246,0.191573,0.886109,0.0394997,0.0954575,0.886768,0.00855826,0.0947992,0.74391,0.0335747,0.265306,0.823568,0.0296248,0.157999,0.980909,0.0111916,0.0506912,0.810402,0.0526662,0.148124,0.80711,0.0579329,0.677419,0.770902,0.0691244,0.150099,0.678078,0.0757077,0.267281,0.723502,0.0816327,0.18499,
1,0,0.0526316,0.74812,0.0733083,0.231203,0.659148,0.0802005,0.313283,0.947368,0,0.075188,0.759399,0.0238095,0.247494,0.695489,0.0463659,0.288847,0.805764,0.0300752,0.194862,0.721178,0.0557644,0.224311,0.842732,0.0162907,0.193609,0.789474,0.033208,0.22995,0.914787,0.0175439,0.120301,0.634712,0.056391,0.331454,0.855263,0.0363409,0.612782,0.708647,0.104637,0.217419,0.704261,0.0927318,0.233709,0.700501,0.0964912,0.204261,
1,0,0.0293706,0.62028,0.0979021,0.311189,0.7,0.0657343,0.263636,0.991608,0,0.0055944,0.695804,0.0321678,0.301399,0.853147,0.0223776,0.153846,0.876224,0.034965,0.118182,0.751748,0.0356643,0.20979,0.736364,0.0377622,0.255245,0.937063,0.0041958,0.0881119,0.841259,0.0167832,0.171329,0.667133,0.058042,0.272028,0.697902,0.105594,0.597203,0.70979,0.0762238,0.243357,0.778322,0.072028,0.179021,0.721678,0.0468531,0.228671,
1,0,0.0982503,0.693809,0.0881561,0.316285,0.719381,0.103634,0.275236,0.969045,0.00403769,0.0928668,0.79004,0.0222073,0.263122,0.930686,0.0222073,0.122476,0.893674,0.0323015,0.149394,0.689771,0.0269179,0.327053,0.763122,0.0464334,0.288695,0.985195,0.00807537,0.10498,0.995962,0.0174966,0.0847914,0.67362,0.0457604,0.346568,0.864738,0.0524899,0.717362,0.814939,0.0733513,0.187079,0.786003,0.0444145,0.244953,0.779273,0.0800807,0.184388,
0.868069,0.000637349,0.140854,0.684512,0.0650096,0.260038,0.669216,0.0758445,0.2645,1,0,0.00956023,0.775016,0.0184831,0.195029,0.790312,0.0312301,0.166985,0.743149,0.0484385,0.196941,0.761632,0.0216699,0.205226,0.777565,0.0388783,0.193117,0.874442,0.0114723,0.123646,0.856597,0.0267686,0.126195,0.658381,0.0471638,0.304015,0.793499,0.0478012,0.602932,0.720841,0.0834927,0.184194,0.81262,0.0388783,0.13703,0.776291,0.0573614,0.154876,
0.891278,0.00429975,0.136364,0.740172,0.0626536,0.229115,0.58231,0.109337,0.340295,1,0,0.002457,0.693489,0.0307125,0.286241,0.782555,0.039312,0.188575,0.89742,0.0411548,0.0718673,0.829238,0.014742,0.137592,0.778256,0.0411548,0.212531,0.846437,0.031941,0.153563,0.979115,0.002457,0.0503686,0.808354,0.039312,0.154791,0.833538,0.0405405,0.732187,0.820025,0.0632678,0.12715,0.78317,0.0374693,0.189803,0.727273,0.0552826,0.199017,
1,0,0.0557668,0.761724,0.026616,0.267427,0.63815,0.0975919,0.320025,0.90621,0.0158428,0.102662,0.732573,0.0152091,0.307985,0.870722,0.0196451,0.165399,0.820025,0.0544994,0.181242,0.879594,0.0101394,0.134981,0.780735,0.0462611,0.228771,0.846008,0.0380228,0.171736,0.92839,0.0392902,0.0880862,0.825729,0.0259823,0.173004,0.883397,0.0589354,0.673637,0.802281,0.0937896,0.159696,0.757288,0.0798479,0.218631,0.742712,0.0804816,0.201521,
1,0.000538213,0.032831,0.818622,0.0209903,0.167922,0.542519,0.107643,0.357373,0.967169,0.00107643,0.0392896,0.871367,0.0107643,0.129709,0.705059,0.0473628,0.234123,0.824004,0.0204521,0.142088,0.645318,0.0489774,0.29225,0.926803,0.0080732,0.098493,0.784176,0.0376749,0.185684,0.921421,0.0209903,0.0651238,0.71367,0.0473627,0.246502,0.961249,0.00376749,0.592573,0.719053,0.0828848,0.184607,0.766954,0.073197,0.146394,0.73197,0.0586652,0.19591,
1,0,0.00326584,0.610059,0.106466,0.286741,0.61659,0.0731548,0.313521,0.971261,0.00261267,0.0293926,0.717178,0.0372306,0.227956,0.774657,0.0385369,0.16917,0.810581,0.0431091,0.128674,0.699543,0.0378837,0.244938,0.640758,0.0476813,0.314827,0.887655,0.0130634,0.102547,0.885042,0.0261267,0.0920967,0.649249,0.0640104,0.290007,0.798171,0.0555193,0.629654,0.744612,0.0640105,0.173743,0.740039,0.0522534,0.190072,0.765513,0.0613978,0.155454,
