0,1,0.0103761,0.0784695,0.678988,0.228275,0.0460441,0.707523,0.232166,0,0.966278,0.0194553,0.0337224,0.796368,0.180285,0.0693904,0.658236,0.258106,0.0706874,0.661479,0.253567,0.0226978,0.796368,0.166667,0.0278859,0.690661,0.291829,0.00453956,0.883917,0.0972763,0,0.859274,0.126459,0.0246433,0.705577,0.255512,0.0492866,0.770428,0.00259403,0.0428016,0.874838,0.0680934,0.0817121,0.798314,0.105707,0.0940337,0.686122,0.205577,
0.00627138,1,0.222919,0.0895097,0.767959,0.346636,0.0342075,0.748575,0.421323,0.022805,0.993729,0.187571,0.0940707,0.655074,0.480046,0.18244,0.631129,0.390536,0.0809578,0.700114,0.423033,0.0467503,0.730331,0.427024,0.107754,0.843215,0.278221,0.160205,0.843786,0.200114,0.103193,0.847206,0.253706,0.163056,0.807868,0.233181,0.0929304,0.762258,0.000570125,0.129418,0.72919,0.345496,0.119156,0.722349,0.3626,0.050171,0.59008,0.563854,
0.0210685,0.870579,0.218962,0.0669676,0.751693,0.291949,0.0887886,0.795335,0.226486,0.00376223,0.92626,0.180587,0.042137,0.755455,0.313017,0.0647103,0.89842,0.147479,0.0173062,1,0.0933032,0.0331076,0.703536,0.373965,0.0376223,0.846501,0.226486,0.0451467,0.878104,0.187359,0.0504139,0.945071,0.115124,0.112867,0.750941,0.246802,0.0564334,0.927765,0.00225734,0.062453,0.949586,0.0985703,0.0391272,0.905192,0.16629,0.0820166,0.874342,0.154251,
0.115854,0.801219,0.285366,0.163415,0.792683,0.246341,0.132927,0.773171,0.296341,0.0707317,0.767073,0.329268,0.0646341,0.669512,0.426829,0.0512195,0.95,0.159756,0.140244,0.797561,0.223171,0.0560976,0.652439,0.418293,0.0426829,0.640244,0.478049,0.0609756,0.889024,0.210976,0.0414634,0.953658,0.165854,0.05,0.684146,0.392683,0.0792683,0.934146,0,0.0280488,1,0.132927,0.112195,0.951219,0.097561,0.147561,0.897561,0.0817073,
0,0.956452,0.0758065,0.158871,0.532258,0.308871,0.0354839,0.539516,0.425,0,1,0,0.0104839,0.806452,0.189516,0.0677419,0.66129,0.245968,0.083871,0.61129,0.279839,0.00725807,0.869355,0.0983871,0.0185484,0.73871,0.275,0,0.962097,0.0379032,0.0120968,0.845161,0.142742,0.0379032,0.704032,0.258065,0.0580645,0.716129,0.000806452,0.0362903,0.867742,0.0709677,0.0596774,0.869355,0.0459677,0.0782258,0.698387,0.198387,
0,0.965363,0.0653631,0.0402235,0.784916,0.205587,0.0759777,0.76257,0.192179,0.00111732,1,0.00446927,0.0379888,0.705587,0.264246,0.050838,0.684916,0.272067,0.0435754,0.672626,0.29162,0.00726257,0.803352,0.172626,0.0340782,0.72067,0.253073,0.0776536,0.730168,0.2,0.0463687,0.801117,0.160335,0.0547486,0.622905,0.305587,0.024581,0.838547,0.00111732,0.0268156,0.871508,0.109497,0.0653631,0.81676,0.125698,0.0458101,0.801676,0.135754,
0.0044586,0.885987,0.149045,0.0592357,0.73758,0.212102,0.131847,0.517197,0.359873,0,1,0.0089172,0.0254777,0.708917,0.283439,0.0312102,0.757962,0.198726,0.0541401,0.834395,0.0993631,0.0152866,0.84586,0.126752,0.044586,0.747134,0.226115,0.0312102,0.811465,0.145223,0.00382166,0.949682,0.0343949,0.0216561,0.817834,0.148408,0.0420382,0.842038,0.00191083,0.0624204,0.798089,0.127389,0.0350318,0.764968,0.187898,0.0535032,0.726115,0.20828,
0,0.950188,0.0855263,0.0676692,0.585526,0.382519,0.104323,0.663534,0.267857,0.0093985,0.904135,0.0864662,0.00657895,0.746241,0.282895,0.0516917,0.834586,0.149436,0.0789474,0.732143,0.224624,0.0281955,0.907895,0.0639098,0.0150376,0.786654,0.234023,0.012218,0.964286,0.0592105,0.00469925,1,0.031015,0.0112782,0.942669,0.0460526,0.0648496,0.737782,0.00469925,0.0592105,0.87406,0.075188,0.116541,0.836466,0.0554511,0.0742481,0.636278,0.263158,
0.000567215,1,0.0431083,0.0357345,0.802609,0.17924,0.108338,0.568917,0.366421,0.00737379,0.947249,0.0629609,0.0124787,0.882586,0.125922,0.0374362,0.72717,0.230856,0.0136132,0.879183,0.128191,0.0499149,0.635848,0.309699,0.00567215,0.952354,0.0856495,0.0363018,0.784458,0.196824,0.020987,0.956892,0.0657969,0.0470788,0.727737,0.242768,0.00170164,0.976744,0.0039705,0.0867839,0.720363,0.188315,0.0754396,0.79013,0.155417,0.0601248,0.735111,0.200227,
0.00811908,0.939783,0.0588633,0.0832206,0.578484,0.345061,0.117727,0.594723,0.294317,0.00067659,1,0.00608931,0.0243572,0.7341,0.227334,0.0196211,0.712449,0.253721,0.0399188,0.694858,0.251015,0.026387,0.723275,0.23613,0.0493911,0.640731,0.29567,0.0135318,0.861299,0.110961,0.0189445,0.865359,0.101488,0.0696888,0.556834,0.359269,0.0466847,0.762517,0.00270636,0.0744249,0.727334,0.184032,0.0446549,0.743572,0.197564,0.0487145,0.723275,0.213802,
0.0844371,0.798013,0.359272,0.0463576,0.817881,0.377483,0.0298013,0.89404,0.317881,0.0811258,0.824503,0.336093,0.0794702,0.602649,0.509934,0.139073,0.675497,0.377483,0.089404,0.753311,0.349338,0.0645695,0.821192,0.306291,0.0678808,0.690397,0.433775,0.0827815,0.786424,0.322848,0.183775,0.716887,0.291391,0.0513245,0.824503,0.316225,0.0596027,0.857616,0,0.0778146,0.90894,0.205298,0.0529801,1,0.139073,0.149007,0.806291,0.236755,
